1555341114,2824	2825
1555341115,10	13	14	28	64	78	4	0	0	66	2322	2822	2828
1555341116,10	13	14	28	64	78	4	0	0	69	2336	2820	2819
1555341116,10	13	14	28	64	78	4	0	0	79	2333	2815	2850
1555341117,10	13	14	10	53	82	4	0	0	93	2325	2819	2832
1555341118,10	13	14	10	53	82	4	0	0	64	2331	2825	2833
1555341119,10	13	14	10	53	82	4	0	0	64	2336	2821	2846
1555341120,9	13	13	248	38	84	2	0	0	63	2332	2821	2830
1555341121,10	14	14	248	38	84	2	0	0	97	2336	2820	2834
1555341122,10	14	14	248	38	84	2	0	0	66	2332	2825	2858
1555341123,11	15	15	43	57	84	2	0	0	63	2336	2826	2858
1555341123,11	15	15	43	57	84	2	0	0	187	2335	2819	2861
1555341124,11	15	15	43	57	84	2	0	0	76	2322	2826	2839
1555341125,11	14	14	230	34	76	4	0	0	68	2325	2824	2844
1555341126,11	14	14	230	34	76	4	0	0	63	2335	2817	2859
1555341127,11	14	14	230	34	76	4	0	0	62	2336	2824	2832
1555341128,11	14	14	209	34	72	4	0	0	63	2337	2823	2848
1555341129,11	14	14	209	34	72	4	0	0	66	2334	2824	2842
1555341129,11	14	14	209	34	72	4	0	0	61	2333	2821	2843
1555341130,11	14	14	158	32	68	6	0	0	66	2323	2820	2832
1555341131,11	14	14	158	32	68	6	0	0	63	2336	2820	2818
1555341132,11	14	14	158	32	68	6	0	0	64	2325	2822	2841
1555341133,11	15	15	158	40	70	8	0	0	66	2323	2823	2824
1555341134,11	15	15	158	40	70	8	0	0	69	2334	2822	2853
1555341135,11	15	15	158	40	70	8	0	0	64	2339	2820	2827
1555341135,11	15	16	194	46	74	10	0	0	63	2330	2822	2866
1555341136,11	15	16	194	46	74	10	0	0	67	2332	2819	2846
1555341137,11	15	16	194	46	74	10	0	0	63	2336	2818	2842
1555341138,11	15	16	194	51	82	10	0	0	67	2332	2822	2849
1555341139,11	15	16	194	51	82	10	0	0	63	2325	2827	2872
1555341140,11	15	16	194	51	82	10	0	0	85	2339	2823	2858
1555341141,11	14	16	206	40	80	12	0	0	66	2330	2821	2875
1555341142,11	14	16	206	40	80	12	0	0	66	2327	2819	2890
1555341142,11	14	16	206	40	80	12	0	0	71	2335	2819	2860
1555341143,12	15	17	37	70	74	12	0	0	75	2337	2817	2846
1555341144,12	15	17	37	70	74	12	0	0	68	2328	2819	2841
1555341145,11	14	16	37	70	74	12	0	0	63	2324	2825	2867
1555341146,11	14	17	49	74	68	14	2	2	68	2334	2822	2842
1555341147,11	14	17	49	74	68	14	2	2	66	2333	2821	2840
1555341148,12	15	18	49	74	68	14	2	2	67	2331	2821	2867
1555341148,12	14	17	242	53	62	14	2	2	63	2326	2824	2848
1555341149,12	14	17	242	53	62	14	2	2	69	2334	2823	2832
1555341150,12	14	17	242	53	62	14	2	2	68	2322	2818	2836
1555341151,12	14	17	4	62	62	12	2	2	70	2326	2819	2825
1555341152,12	14	17	4	62	62	12	2	2	65	2332	2820	2823
1555341153,12	14	17	4	62	62	12	2	2	81	2334	2818	2831
1555341154,12	15	18	100	92	68	12	2	2	178	2323	2820	2854
1555341154,12	15	18	100	92	68	12	2	2	69	2335	2822	2853
1555341155,12	15	18	100	92	68	12	2	2	76	2325	2823	2832
1555341156,12	14	18	112	89	70	10	2	2	62	2326	2820	2852
1555341157,12	14	18	112	89	70	10	2	2	89	2338	2820	2828
1555341158,12	14	18	112	89	70	10	2	2	64	2331	2826	2850
1555341159,12	14	17	163	100	64	8	2	2	64	2338	2823	2852
1555341160,12	14	17	163	100	64	8	2	2	68	2324	2824	2818
1555341160,12	14	17	163	100	64	8	2	2	66	2329	2819	2832
1555341161,11	14	16	76	73	62	6	2	2	63	2335	2822	2819
1555341162,11	14	16	76	73	62	6	2	2	63	2333	2823	2835
1555341163,11	14	16	76	73	62	6	2	2	65	2332	2823	2817
1555341164,11	14	16	112	73	60	4	2	2	63	2324	2822	2814
1555341165,11	14	16	112	73	60	4	2	2	76	2336	2822	2848
1555341166,11	14	16	112	73	60	4	2	2	65	2338	2825	2857
1555341167,11	15	16	112	90	64	2	2	2	65	2339	2822	2843
1555341167,11	15	16	112	90	64	2	2	2	64	2326	2821	2825
1555341168,11	15	16	112	90	64	2	2	2	65	2332	2822	2822
1555341169,11	14	16	31	73	68	2	2	2	67	2332	2824	2846
1555341170,11	14	16	31	73	68	2	2	2	64	2330	2821	2844
1555341171,11	14	16	31	73	68	2	2	2	66	2325	2820	2825
1555341172,11	14	14	19	75	66	0	0	0	66	2331	2817	2824
1555341173,11	14	14	19	75	66	0	0	0	64	2325	2819	2822
1555341173,11	14	14	19	75	66	0	0	0	66	2337	2817	2835
1555341174,11	14	16	31	81	68	2	2	2	62	2333	2821	2821
1555341175,11	14	16	31	81	68	2	2	2	61	2334	2818	2838
1555341176,11	14	16	31	81	68	2	2	2	67	2336	2817	2848
1555341177,11	15	17	49	93	74	4	4	2	68	2334	2823	2838
1555341178,11	15	17	49	93	74	4	4	2	66	2327	2820	2838
1555341179,11	15	17	49	93	74	4	4	2	67	2340	2818	2846
1555341180,11	14	19	254	69	74	6	6	4	61	2335	2824	2853
1555341180,11	14	19	254	69	74	6	6	4	65	2334	2822	2841
1555341181,11	14	19	254	69	74	6	6	4	66	2328	2823	2812
1555341182,11	15	19	73	82	78	6	6	4	66	2331	2820	2809
1555341183,11	15	19	73	82	78	6	6	4	66	2337	2817	2834
1555341184,11	15	19	73	82	78	6	6	4	71	2335	2823	2805
1555341185,11	14	19	61	65	82	6	6	4	80	2340	2819	2803
1555341186,11	14	19	61	65	82	6	6	4	65	2330	2820	2808
1555341186,11	14	19	61	65	82	6	6	4	68	2334	2820	2808
