15	20	28	239	15	123	18	6	6	74	1986	2617	3787

15	20	28	239	15	123	18	6	6	58	1986	2612	3783

15	21	28	22	23	127	18	4	4	58	1979	2612	3777

15	21	28	22	23	127	18	4	4	56	1978	2607	3798

15	21	28	22	23	127	18	4	4	61	1978	2610	3794

16	22	28	124	50	137	16	4	4	60	1981	2610	3812

16	22	28	124	50	137	16	4	4	73	1981	2607	3820

16	22	28	124	50	137	16	4	4	74	1977	2607	3823

16	22	27	130	45	135	14	4	4	61	1976	2611	3835

16	22	27	130	45	135	14	4	4	56	1979	2609	3850

16	22	27	130	45	135	14	4	4	61	1977	2611	3859

16	22	27	97	38	135	14	4	4	72	1978	2609	3861

16	22	27	97	38	135	14	4	4	60	1974	2612	3874

16	22	27	97	38	135	14	4	4	117	1978	2609	3886

16	22	25	91	29	135	12	2	2	57	1975	2611	3879

16	22	25	91	29	135	12	2	2	57	1977	2615	3886

16	22	25	91	29	135	12	2	2	59	1974	2615	3890

16	22	25	43	19	133	12	2	2	61	1977	2611	3907

16	22	26	43	19	133	12	2	2	56	1975	2616	3904

16	22	26	43	19	133	12	2	2	58	1978	2615	3896

16	23	27	100	32	135	12	2	2	64	1977	2618	3903

16	23	26	100	32	135	12	2	2	57	1974	2612	3899

16	23	26	100	32	135	12	2	2	56	1977	2616	3890

16	22	25	142	45	116	10	2	2	56	1974	2614	3894

16	22	25	142	45	116	10	2	2	59	1978	2615	3903

16	22	25	142	45	116	10	2	2	62	1973	2615	3899

16	22	25	103	30	122	10	2	2	61	1974	2615	3888

16	22	25	103	30	122	10	2	2	59	1976	2616	3891

16	22	25	103	30	122	10	2	2	70	1974	2614	3895

16	22	24	70	30	116	6	2	2	63	1975	2614	3890

16	22	24	70	30	116	6	2	2	56	1976	2610	3895

16	22	24	70	30	116	6	2	2	55	1975	2613	3895

16	21	25	70	28	116	8	4	4	68	1971	2611	3902

16	21	25	70	28	116	8	4	4	59	1974	2613	3895

16	21	25	70	28	116	8	4	4	60	1970	2614	3888

16	21	26	82	37	108	12	4	4	58	1975	2612	3893

16	21	26	82	37	108	12	4	4	58	1971	2610	3892

16	21	26	82	37	108	12	4	4	60	1972	2612	3900

16	21	26	145	59	108	12	4	4	63	1974	2614	3904

16	21	26	145	59	108	12	4	4	77	1975	2616	3910

16	21	26	145	59	108	12	4	4	59	1976	2617	3906

16	22	26	202	78	112	10	4	4	61	1976	2617	3916

16	22	26	202	78	112	10	4	4	58	1977	2618	3920

16	22	26	202	78	112	10	4	4	89	1977	2618	3917

16	22	26	202	80	108	10	4	4	57	1978	2613	3915

16	22	26	202	80	108	10	4	4	64	1979	2620	3918

16	22	26	202	80	108	10	4	4	56	1984	2619	3923

16	21	24	175	63	102	8	2	2	58	1981	2618	3928

16	21	24	175	63	102	8	2	2	60	1980	2619	3917

16	21	24	175	63	102	8	2	2	59	1983	2619	3926

16	20	23	112	48	96	8	2	2	61	1980	2622	3925

16	20	23	112	48	96	8	2	2	61	1979	2621	3920

16	20	23	112	48	96	8	2	2	58	1979	2621	3924

15	21	24	100	39	110	8	2	2	59	1980	2625	3921

